top_speed_kmh,battery_capacity_kWh,battery_type,number_of_cells,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,towing_capacity_kg,cargo_volume_l,seats,drivetrain,length_mm,width_mm,height_mm
160,70.5,Lithium-ion,485.29347826086956,385.0,152,415,8.9,90.0,CCS,1400.0,495,7,FWD,4684,1834,1667
160,66.5,Lithium-ion,300.0,390.0,168,345,8.0,100.0,CCS,1700.0,495,7,AWD,4684,1834,1667
160,66.5,Lithium-ion,300.0,520.0,168,345,6.2,100.0,CCS,1700.0,495,7,AWD,4684,1834,1667
210,89.0,Lithium-ion,485.29347826086956,550.0,163,525,7.3,120.0,CCS,750.0,430,5,RWD,4946,1906,1503
210,90.6,Lithium-ion,360.0,765.0,173,515,6.3,141.0,CCS,1700.0,430,5,AWD,4946,1906,1503
210,96.0,Lithium-ion,485.29347826086956,565.0,164,555,6.5,141.0,CCS,750.0,430,5,RWD,4946,1906,1510
210,90.6,Lithium-ion,360.0,858.0,173,505,4.7,141.0,CCS,1700.0,430,5,AWD,4946,1906,1503
210,90.6,Lithium-ion,360.0,858.0,207,450,4.2,141.0,CCS,1700.0,430,5,AWD,4964,1906,1495
220,90.6,Lithium-ion,360.0,950.0,208,450,3.5,141.0,CCS,1700.0,430,5,AWD,4964,1906,1495
210,90.6,Lithium-ion,485.29347826086956,550.0,182,450,7.6,141.0,CCS,750.0,520,5,RWD,4863,1940,1685
210,90.6,Lithium-ion,485.29347826086956,765.0,189,435,6.6,141.0,CCS,1800.0,520,5,AWD,4863,1940,1685
210,96.0,Lithium-ion,485.29347826086956,565.0,164,475,6.9,141.0,CCS,750.0,520,5,RWD,4863,1940,1685
210,96.0,Lithium-ion,485.29347826086956,858.0,187,455,4.9,141.0,CCS,1800.0,520,5,AWD,4863,1940,1685
210,90.6,Lithium-ion,360.0,858.0,214,425,4.3,141.0,CCS,1800.0,520,5,AWD,4879,1940,1672
240,90.6,Lithium-ion,360.0,1000.0,242,420,3.5,141.0,CCS,1800.0,520,5,AWD,4879,1940,1672
210,96.0,Lithium-ion,360.0,565.0,165,570,6.7,130.0,CCS,750.0,620,5,RWD,5223,1926,1512
210,118.0,Lithium-ion,485.29347826086956,800.0,180,655,5.7,160.0,CCS,1700.0,620,5,AWD,5223,1926,1518
210,118.0,Lithium-ion,485.29347826086956,568.0,173,685,6.2,160.0,CCS,750.0,620,5,RWD,5223,1926,1518
210,118.0,Lithium-ion,485.29347826086956,828.0,180,640,4.9,160.0,CCS,1700.0,620,5,AWD,5223,1926,1518
210,118.0,Lithium-ion,485.29347826086956,858.0,180,640,4.4,160.0,CCS,1700.0,620,5,AWD,5223,1926,1518
250,118.0,Lithium-ion,485.29347826086956,1020.0,222,585,3.4,160.0,CCS,1700.0,620,5,AWD,5223,1926,1518
210,118.0,Lithium-ion,485.29347826086956,800.0,199,530,6.1,160.0,CCS,1800.0,645,7,AWD,5125,1959,1718
210,118.0,Lithium-ion,485.29347826086956,568.0,195,540,6.8,160.0,CCS,750.0,645,7,RWD,5125,1959,1718
210,118.0,Lithium-ion,485.29347826086956,828.0,199,530,5.3,160.0,CCS,1800.0,645,7,AWD,5125,1959,1718
210,118.0,Lithium-ion,485.29347826086956,858.0,199,530,4.7,160.0,CCS,1800.0,13 Banana Boxes,7,AWD,5125,1959,1718
210,118.0,Lithium-ion,485.29347826086956,950.0,211,490,4.4,160.0,CCS,1800.0,440,4,AWD,5125,1959,1725
132,45.0,Lithium-ion,485.29347826086956,245.0,177,220,13.3,50.0,CCS,1500.0,828,7,FWD,4922,1859,1811
132,45.0,Lithium-ion,485.29347826086956,245.0,167,225,12.6,50.0,CCS,1500.0,551,5,FWD,4498,1859,1819
160,60.0,Lithium-ion,192.0,365.0,282,210,12.0,60.0,CCS,0.0,1410,7,FWD,5370,1928,1911
160,60.0,Lithium-ion,192.0,365.0,282,215,12.0,60.0,CCS,0.0,1030,7,FWD,5140,1928,1910
140,90.0,Lithium-ion,288.0,365.0,249,315,12.2,96.0,CCS,0.0,1410,7,FWD,5370,1928,1901
160,90.0,Lithium-ion,288.0,365.0,276,320,12.1,96.0,CCS,0.0,1030,7,FWD,5140,1928,1901
180,116.0,Lithium-ion,216.0,1164.0,267,360,4.7,150.0,CCS,0.0,555,5,AWD,4624,1931,1986
160,60.0,Lithium-ion,192.0,360.0,254,215,12.0,60.0,CCS,0.0,1390,8,FWD,5370,1928,1890
160,60.0,Lithium-ion,192.0,360.0,259,220,12.0,60.0,CCS,0.0,990,8,FWD,5140,1928,1890
160,90.0,Lithium-ion,288.0,360.0,260,325,12.1,96.0,CCS,0.0,990,8,FWD,5140,1928,1890
160,38.5,Lithium-ion,485.29347826086956,290.0,129,230,7.9,60.0,CCS,750.0,300,5,FWD,4079,1754,1514
200,49.2,Lithium-ion,485.29347826086956,350.0,143,280,6.4,75.0,CCS,750.0,300,5,FWD,4079,1754,1514
170,49.2,Lithium-ion,485.29347826086956,330.0,129,290,7.1,75.0,CCS,750.0,300,5,FWD,4079,1754,1514
160,36.6,Lithium-ion,485.29347826086956,290.0,125,250,7.3,60.0,CCS,0.0,200,4,FWD,3858,1756,1460
200,49.2,Lithium-ion,485.29347826086956,350.0,135,290,5.9,75.0,CCS,0.0,200,4,FWD,3858,1756,1460
170,49.2,Lithium-ion,485.29347826086956,330.0,127,330,6.7,75.0,CCS,0.0,200,4,FWD,3858,1756,1460
170,64.6,Lithium-ion,485.29347826086956,250.0,140,380,8.6,94.0,CCS,750.0,460,5,FWD,4433,1843,1656
180,64.6,Lithium-ion,485.29347826086956,494.0,149,365,5.6,94.0,CCS,1200.0,460,5,AWD,4433,1843,1656
200,90.0,Lithium-ion,96.0,700.0,170,435,4.5,135.0,CCS,1200.0,579,5,AWD,4854,1995,1703
200,73.5,Lithium-ion,118.0,700.0,181,365,4.5,110.0,CCS,1200.0,579,5,AWD,4854,1995,1703
200,90.0,Lithium-ion,96.0,850.0,185,430,3.9,100.0,CCS,2000.0,570,5,AWD,4912,1987,1720
200,73.5,Lithium-ion,118.0,850.0,198,355,3.9,110.0,CCS,2000.0,570,5,AWD,4912,1987,1720
200,90.0,Lithium-ion,96.0,850.0,185,440,4.1,190.0,CCS,2000.0,265,6,AWD,5099,1989,1750
200,73.5,Lithium-ion,118.0,850.0,196,360,4.1,110.0,CCS,2000.0,265,6,AWD,5099,1989,1750
200,90.0,Lithium-ion,96.0,700.0,167,500,4.0,100.0,CCS,1400.0,386,5,AWD,4790,1960,1499
200,73.5,Lithium-ion,118.0,700.0,175,410,4.0,110.0,CCS,1400.0,386,5,AWD,4790,1960,1499
200,90.0,Lithium-ion,96.0,700.0,178,485,4.0,135.0,CCS,1400.0,450,5,AWD,4790,1960,1499
200,73.5,Lithium-ion,118.0,700.0,169,400,4.0,110.0,CCS,1400.0,450,5,AWD,4790,1960,1499
200,90.0,Lithium-ion,96.0,850.0,178,505,3.8,100.0,CCS,2000.0,363,5,AWD,5101,1987,1509
200,73.5,Lithium-ion,118.0,850.0,191,415,3.8,110.0,CCS,2000.0,363,5,AWD,5101,1987,1509
160,63.0,Lithium-ion,485.29347826086956,300.0,175,335,7.5,90.0,CCS,750.0,468,5,FWD,4595,1850,1660
160,87.0,Lithium-ion,485.29347826086956,300.0,169,450,7.6,110.0,CCS,750.0,468,5,FWD,4595,1850,1660
200,87.0,Lithium-ion,485.29347826086956,600.0,190,405,5.7,110.0,CCS,1500.0,415,5,AWD,4595,1850,1660
200,87.0,Lithium-ion,485.29347826086956,600.0,209,385,5.0,110.0,CCS,1052.2610619469026,415,5,AWD,4655,1850,1660
132,45.0,Lithium-ion,485.29347826086956,245.0,158,225,12.6,50.0,CCS,1500.0,819,5,FWD,4488,1860,1838
130,45.0,Lithium-ion,485.29347826086956,245.0,173,220,13.3,50.0,CCS,1500.0,819,7,FWD,4911,1860,1815
172,61.0,Lithium-ion,485.29347826086956,340.0,152,345,7.6,60.0,CCS,1052.2610619469026,380,5,FWD,4424,1830,1588
170,50.8,Lithium-ion,102.0,270.0,128,320,9.2,85.0,CCS,0.0,352,5,FWD,4374,1860,1470
170,50.8,Lithium-ion,102.0,270.0,123,310,9.3,85.0,CCS,0.0,516,5,FWD,4642,1860,1480
135,50.0,Lithium-ion,485.29347826086956,260.0,149,235,11.3,80.0,CCS,750.0,775,5,FWD,4410,1921,1812
135,50.0,Lithium-ion,485.29347826086956,260.0,149,230,11.3,80.0,CCS,750.0,1050,7,FWD,4760,1921,1818
150,46.3,Lithium-ion,216.0,260.0,131,290,8.7,78.0,CCS,0.0,267,5,FWD,4061,1765,1435
150,48.1,Lithium-ion,96.0,260.0,120,315,8.1,80.0,CCS,0.0,267,5,FWD,4061,1765,1435
140,44.0,Lithium-ion,485.29347826086956,120.0,144,245,12.1,60.0,CCS,350.0,460,5,FWD,4385,1795,1635
170,73.0,Lithium-ion,96.0,260.0,145,365,9.0,90.0,CCS,1200.0,550,5,FWD,4650,1934,1665
170,82.2,Lithium-ion,485.29347826086956,260.0,146,410,9.0,100.0,CCS,1200.0,550,5,FWD,4650,1934,1665
150,50.8,Lithium-ion,102.0,260.0,126,285,9.0,85.0,CCS,0.0,310,5,FWD,4151,1790,1534
130,46.3,Lithium-ion,216.0,270.0,217,180,13.3,78.0,CCS,1000.0,603,9,FWD,4983,1920,1890
130,68.0,Lithium-ion,324.0,270.0,202,260,14.2,79.0,CCS,1000.0,603,9,FWD,4983,1920,1890
130,46.3,Lithium-ion,216.0,270.0,219,180,13.3,78.0,CCS,1000.0,989,9,FWD,5333,1920,1890
130,68.0,Lithium-ion,324.0,260.0,204,260,14.2,79.0,CCS,1000.0,989,9,FWD,5333,1920,1890
150,46.3,Lithium-ion,216.0,260.0,136,270,9.9,78.0,CCS,0.0,434,5,FWD,4304,1775,1523
150,50.8,Lithium-ion,102.0,260.0,125,300,9.1,85.0,CCS,0.0,434,5,FWD,4304,1775,1523
150,46.3,Lithium-ion,216.0,260.0,132,290,9.0,78.0,CCS,0.0,265,5,FWD,4055,1765,1430
150,48.1,Lithium-ion,96.0,260.0,120,310,8.2,80.0,CCS,0.0,265,5,FWD,4055,1765,1430
170,73.0,Lithium-ion,96.0,345.0,143,380,8.8,90.0,CCS,1250.0,588,5,FWD,4542,1895,1641
170,73.0,Lithium-ion,96.0,511.0,195,375,6.4,90.0,CCS,1052.2610619469026,588,5,AWD,4542,1895,1641
170,96.9,Lithium-ion,485.29347826086956,345.0,145,500,8.7,135.0,CCS,1200.0,588,5,FWD,4542,1895,1641
170,50.8,Lithium-ion,102.0,260.0,124,300,9.8,80.0,CCS,0.0,412,5,FWD,4367,1852,1441
150,50.8,Lithium-ion,102.0,260.0,127,300,10.0,80.0,CCS,1052.2610619469026,608,5,FWD,4636,1852,1442
160,58.3,Lithium-ion,485.29347826086956,345.0,129,375,7.2,70.0,CCS,1052.2610619469026,471,5,FWD,4687,1859,1478
170,73.0,Lithium-ion,96.0,345.0,150,370,9.7,90.0,CCS,1000.0,348,7,FWD,4791,1895,1694
170,73.0,Lithium-ion,96.0,511.0,203,360,7.0,90.0,CCS,1052.2610619469026,348,7,AWD,4791,1895,1694
170,96.9,Lithium-ion,485.29347826086956,345.0,152,485,9.6,135.0,CCS,1000.0,348,7,FWD,4791,1895,1694
132,50.0,Lithium-ion,485.29347826086956,270.0,152,235,11.7,80.0,CCS,750.0,775,5,FWD,4403,1921,1818
132,50.0,Lithium-ion,485.29347826086956,270.0,153,230,11.7,80.0,CCS,750.0,1050,7,FWD,4755,1921,1837
130,46.3,Lithium-ion,216.0,270.0,217,180,13.3,78.0,CCS,1000.0,603,9,FWD,4983,1920,1890
130,68.0,Lithium-ion,324.0,270.0,202,260,14.2,79.0,CCS,1000.0,603,9,FWD,4983,1920,1890
130,46.3,Lithium-ion,216.0,270.0,219,180,13.3,78.0,CCS,1000.0,989,9,FWD,5333,1920,1890
130,68.0,Lithium-ion,324.0,270.0,204,260,14.2,79.0,CCS,1000.0,989,9,FWD,5333,1920,1890
205,79.0,Lithium-ion,324.0,740.0,142,455,4.5,125.0,CCS,1500.0,407,5,AWD,4606,1859,1479
205,79.0,Lithium-ion,324.0,740.0,142,450,4.2,125.0,CCS,1500.0,407,5,AWD,4606,1859,1473
205,79.0,Lithium-ion,324.0,490.0,130,475,6.2,125.0,CCS,1500.0,407,5,RWD,4606,1859,1479
205,67.0,Lithium-ion,485.29347826086956,490.0,129,405,6.4,110.0,CCS,1500.0,407,5,RWD,4606,1859,1479
210,107.0,Lithium-ion,204.0,840.0,183,515,5.0,150.0,CCS,2200.0,484,5,AWD,4900,1968,1614
210,107.0,Lithium-ion,204.0,910.0,194,495,4.7,150.0,CCS,2200.0,484,5,AWD,4900,1968,1614
180,107.0,Lithium-ion,204.0,490.0,166,530,7.8,150.0,CCS,1500.0,484,5,RWD,4900,1968,1614
200,94.0,Lithium-ion,110.0,686.0,165,485,3.8,135.0,CCS,2000.0,526,5,AWD,4839,2008,1544
180,94.0,Lithium-ion,110.0,343.0,157,495,7.4,135.0,CCS,1500.0,526,5,RWD,4839,2008,1544
220,95.0,Lithium-ion,180.0,650.0,184,470,5.2,200.0,CCS,2000.0,540,5,AWD,4784,1938,1622
240,95.0,Lithium-ion,180.0,820.0,186,470,4.1,200.0,CCS,2000.0,540,5,AWD,4784,1938,1622
220,95.0,Lithium-ion,180.0,563.0,177,495,5.7,200.0,CCS,2000.0,540,5,RWD,4784,1938,1623
260,95.0,Lithium-ion,180.0,1001.0,183,460,3.3,200.0,CCS,2000.0,480,5,AWD,4784,1938,1621
230,82.3,Lithium-ion,485.29347826086956,410.0,164,495,4.8,195.0,CCS,0.0,407,5,RWD,4963,1966,1379
230,82.3,Lithium-ion,485.29347826086956,585.0,172,490,4.6,195.0,CCS,0.0,407,5,AWD,4963,1966,1379
220,97.0,Lithium-ion,396.0,610.0,188,510,4.7,281.0,CCS,0.0,446,5,AWD,4974,1967,1409
230,97.0,Lithium-ion,396.0,610.0,175,565,4.6,281.0,CCS,0.0,407,5,AWD,4963,1966,1379
250,82.3,Lithium-ion,485.29347826086956,695.0,174,490,3.7,195.0,CCS,0.0,407,5,AWD,4963,1966,1379
240,97.0,Lithium-ion,396.0,710.0,188,510,3.8,281.0,CCS,0.0,446,5,AWD,4974,1967,1409
250,97.0,Lithium-ion,396.0,710.0,177,565,3.7,281.0,CCS,0.0,407,5,AWD,4963,1966,1379
250,97.0,Lithium-ion,396.0,710.0,186,510,3.7,281.0,CCS,0.0,446,5,AWD,4963,1966,1390
250,82.3,Lithium-ion,485.29347826086956,695.0,183,440,3.7,195.0,CCS,0.0,446,5,AWD,4963,1966,1390
250,97.0,Lithium-ion,396.0,790.0,176,535,3.3,281.0,CCS,0.0,366,5,AWD,4963,1966,1381
250,97.0,Lithium-ion,396.0,790.0,185,505,3.3,281.0,CCS,0.0,405,5,AWD,4963,1966,1392
230,97.0,Lithium-ion,396.0,420.0,168,575,4.8,281.0,CCS,0.0,407,5,RWD,4963,1966,1379
230,97.0,Lithium-ion,396.0,420.0,176,530,4.8,281.0,CCS,0.0,446,5,RWD,4963,1966,1390
230,82.3,Lithium-ion,485.29347826086956,410.0,173,460,4.8,195.0,CCS,0.0,446,5,RWD,4963,1966,1390
260,97.0,Lithium-ion,396.0,940.0,174,535,2.7,281.0,CCS,0.0,366,5,AWD,4963,1966,1379
250,97.0,Lithium-ion,396.0,940.0,188,495,2.8,281.0,CCS,0.0,405,5,AWD,4974,1967,1412
290,97.0,Lithium-ion,396.0,1340.0,184,475,2.3,281.0,CCS,0.0,326,5,AWD,4968,1966,1378
305,97.0,Lithium-ion,396.0,1340.0,180,475,2.2,281.0,CCS,0.0,367,2,AWD,4968,1966,1378
260,97.0,Lithium-ion,396.0,1110.0,174,525,2.4,281.0,CCS,0.0,366,5,AWD,4963,1966,1378
250,97.0,Lithium-ion,396.0,1110.0,188,485,2.5,281.0,CCS,0.0,405,5,AWD,4974,1967,1407
260,97.0,Lithium-ion,396.0,1110.0,183,505,2.4,281.0,CCS,0.0,405,5,AWD,4963,1966,1388
260,97.0,Lithium-ion,396.0,940.0,184,505,2.7,281.0,CCS,0.0,405,5,AWD,4963,1966,1392
150,40.0,Lithium-ion,93.0,225.0,124,245,9.2,55.0,CCS,750.0,420,5,FWD,4143,1796,1552
150,52.0,Lithium-ion,184.0,245.0,127,315,8.2,70.0,CCS,750.0,420,5,FWD,4143,1796,1552
150,40.0,Lithium-ion,93.0,225.0,132,250,9.0,55.0,CCS,500.0,326,5,FWD,3922,1808,1489
130,40.0,Lithium-ion,93.0,215.0,129,255,12.0,125.0083857442348,CCS,500.0,326,5,FWD,3922,1808,1489
150,52.0,Lithium-ion,184.0,245.0,129,320,8.0,70.0,CCS,500.0,326,5,FWD,3922,1808,1489
135,45.0,Lithium-ion,485.29347826086956,245.0,158,225,12.6,50.0,CCS,1500.0,950,5,FWD,4486,1860,1838
130,45.0,Lithium-ion,485.29347826086956,245.0,170,220,13.3,50.0,CCS,1500.0,500,7,FWD,4911,1860,1815
150,60.0,Lithium-ion,288.0,250.0,125,380,10.5,88.0,CCS,500.0,440,5,FWD,4200,1860,1505
160,60.0,Lithium-ion,288.0,300.0,133,380,7.4,88.0,CCS,900.0,440,5,FWD,4200,1860,1505
150,60.0,Lithium-ion,192.0,280.0,144,340,8.6,75.0,CCS,1100.0,545,5,FWD,4470,1864,1571
170,87.0,Lithium-ion,288.0,300.0,143,480,7.9,95.0,CCS,1100.0,545,5,FWD,4470,1864,1571
250,102.0,Lithium-ion,485.29347826086956,900.0,192,465,4.5,126.0,CCS,1052.2610619469026,380,4,AWD,5453,2080,1559
160,52.0,Lithium-ion,192.0,310.0,149,310,9.0,90.0,CCS,1000.0,470,5,RWD,4488,1884,1625
160,59.0,Lithium-ion,216.0,310.0,149,350,8.5,110.0,CCS,1000.0,470,5,RWD,4488,1884,1625
180,77.0,Lithium-ion,288.0,545.0,145,450,6.6,120.0,CCS,1000.0,470,5,RWD,4488,1884,1625
180,79.0,Lithium-ion,288.0,679.0,151,450,5.4,135.0,CCS,1200.0,470,5,AWD,4488,1884,1608
160,59.0,Lithium-ion,216.0,310.0,145,360,8.1,110.0,CCS,1000.0,585,5,RWD,4658,1879,1622
180,77.0,Lithium-ion,288.0,545.0,141,455,6.7,120.0,CCS,1000.0,585,5,RWD,4658,1879,1622
180,77.0,Lithium-ion,288.0,679.0,150,450,6.7,120.0,CCS,1200.0,585,5,AWD,4658,1879,1620
160,59.0,Lithium-ion,216.0,310.0,141,370,8.1,110.0,CCS,1000.0,570,5,RWD,4658,1879,1623
180,77.0,Lithium-ion,288.0,545.0,138,470,6.7,120.0,CCS,1000.0,570,5,RWD,4658,1879,1623
180,77.0,Lithium-ion,288.0,679.0,146,460,6.7,120.0,CCS,1200.0,570,5,AWD,4658,1879,1621
180,79.0,Lithium-ion,288.0,679.0,143,470,5.4,135.0,CCS,1200.0,570,5,AWD,4660,1879,1608
180,79.0,Lithium-ion,288.0,679.0,147,460,5.4,135.0,CCS,1200.0,585,5,AWD,4660,1879,1607
150,81.0,Lithium-ion,485.29347826086956,320.0,166,390,9.6,50.0,CCS,1052.2610619469026,467,5,FWD,4720,1908,1696
150,68.0,Lithium-ion,485.29347826086956,320.0,149,330,9.6,50.0,CCS,1052.2610619469026,467,5,FWD,4720,1908,1696
180,62.0,Lithium-ion,485.29347826086956,584.0,155,325,3.9,100.0,CCS,1600.0,313,5,AWD,4300,1822,1636
180,62.0,Lithium-ion,485.29347826086956,343.0,141,335,6.7,100.0,CCS,1600.0,323,5,RWD,4270,1822,1636
180,47.0,Lithium-ion,485.29347826086956,343.0,152,250,6.7,65.0,CCS,0.0,323,5,RWD,4270,1822,1636
180,62.0,Lithium-ion,485.29347826086956,343.0,148,335,6.7,100.0,CCS,1600.0,323,5,RWD,4270,1822,1636
180,62.0,Lithium-ion,485.29347826086956,584.0,155,325,4.5,100.0,CCS,1600.0,313,5,AWD,4300,1822,1636
180,47.0,Lithium-ion,485.29347826086956,343.0,152,250,6.7,65.0,CCS,0.0,323,5,RWD,4270,1822,1636
180,62.0,Lithium-ion,485.29347826086956,343.0,148,335,6.7,100.0,CCS,1600.0,323,5,RWD,4270,1822,1636
180,62.0,Lithium-ion,485.29347826086956,543.0,149,335,3.7,100.0,CCS,1600.0,370,5,AWD,4400,1844,1556
180,62.0,Lithium-ion,485.29347826086956,343.0,136,355,5.8,110.0,CCS,1600.0,370,5,RWD,4400,1844,1556
180,47.0,Lithium-ion,485.29347826086956,343.0,145,265,5.9,65.0,CCS,0.0,370,5,RWD,4400,1844,1556
180,62.0,Lithium-ion,485.29347826086956,343.0,143,355,5.8,110.0,CCS,1600.0,370,5,RWD,4400,1844,1556
210,94.0,Lithium-ion,485.29347826086956,710.0,174,450,3.8,230.0,CCS,1600.0,630,5,AWD,4695,1920,1705
200,94.0,Lithium-ion,485.29347826086956,373.0,159,465,6.5,230.0,CCS,1600.0,630,5,RWD,4695,1920,1705
200,74.4,Lithium-ion,485.29347826086956,373.0,160,370,6.9,110.0,CCS,1600.0,630,5,RWD,4695,1920,1705
200,94.0,Lithium-ion,485.29347826086956,373.0,159,465,6.5,230.0,CCS,1600.0,630,5,RWD,4695,1920,1705
200,94.0,Lithium-ion,485.29347826086956,643.0,174,455,4.9,230.0,CCS,1600.0,630,5,AWD,4695,1920,1705
200,94.0,Lithium-ion,485.29347826086956,643.0,174,455,4.9,230.0,CCS,1600.0,630,5,AWD,4695,1920,1705
160,64.0,Lithium-ion,96.0,336.0,154,320,6.9,100.0,CCS,750.0,441,5,AWD,4690,1860,1650
201,75.0,Lithium-ion,4416.0,493.0,119,525,4.4,124.0,CCS,1000.0,594,5,AWD,4720,1849,1441
201,75.0,Lithium-ion,4416.0,450.0,117,545,5.2,124.0,CCS,1000.0,594,5,RWD,4720,1849,1441
262,75.0,Lithium-ion,4416.0,741.0,142,490,3.2,124.0,CCS,0.0,594,5,AWD,4720,1849,1431
201,60.5,Lithium-ion,485.29347826086956,420.0,116,445,6.1,110.0,CCS,1000.0,594,5,RWD,4720,1849,1441
250,95.0,Lithium-ion,7920.0,498.0127388535032,150,575,3.2,140.0,CCS,1600.0,709,5,AWD,5021,1987,1431
282,95.0,Lithium-ion,7920.0,498.0127388535032,158,560,2.3,140.0,CCS,1600.0,709,5,AWD,5021,1987,1431
250,95.0,Lithium-ion,7920.0,498.0127388535032,165,485,3.9,140.0,CCS,2250.0,425,7,AWD,5057,1999,1680
262,95.0,Lithium-ion,7920.0,498.0127388535032,180,465,2.7,140.0,CCS,2250.0,425,7,AWD,5057,1999,1680
201,75.0,Lithium-ion,4416.0,493.0,132,455,4.8,124.0,CCS,1600.0,854,5,AWD,4790,1982,1624
201,75.0,Lithium-ion,4416.0,450.0,121,470,5.6,124.0,CCS,1600.0,854,5,RWD,4790,1982,1624
201,60.5,Lithium-ion,485.29347826086956,420.0,121,375,5.9,110.0,CCS,1600.0,854,5,RWD,4790,1982,1624
130,68.0,Lithium-ion,324.0,260.0,204,260,13.3,79.0,CCS,1000.0,989,9,FWD,5333,1920,1890
130,46.3,Lithium-ion,216.0,260.0,217,180,12.1,78.0,CCS,1000.0,603,9,FWD,4983,1920,1890
130,68.0,Lithium-ion,324.0,260.0,202,260,13.3,79.0,CCS,1000.0,603,9,FWD,4983,1920,1890
132,50.0,Lithium-ion,485.29347826086956,260.0,149,235,11.7,80.0,CCS,750.0,775,5,FWD,4403,1921,1803
132,50.0,Lithium-ion,485.29347826086956,260.0,149,230,11.7,80.0,CCS,750.0,1050,7,FWD,4753,1921,1814
160,64.0,Lithium-ion,96.0,336.0,154,345,6.9,100.0,CCS,750.0,452,5,AWD,4690,1860,1600
160,64.0,Lithium-ion,96.0,265.0,145,350,7.5,100.0,CCS,750.0,452,5,FWD,4690,1860,1600
200,87.7,Lithium-ion,485.29347826086956,500.0,186,405,5.9,120.0,CCS,1800.0,376,5,AWD,4750,1934,1667
200,87.7,Lithium-ion,485.29347826086956,620.0,196,400,5.5,120.0,CCS,1800.0,376,5,AWD,4750,1934,1667
160,86.0,Lithium-ion,312.0,560.0,182,350,6.5,145.0,CCS,1600.0,1340,7,AWD,4960,1985,1927
160,86.0,Lithium-ion,312.0,560.0,190,370,7.9,145.0,CCS,1000.0,1340,7,RWD,4962,1985,1924
160,79.0,Lithium-ion,288.0,560.0,194,330,6.5,135.0,CCS,1800.0,1121,6,AWD,4712,1985,1925
160,79.0,Lithium-ion,288.0,560.0,187,360,7.6,135.0,CCS,1200.0,1121,6,RWD,4712,1985,1927
145,59.0,Lithium-ion,216.0,310.0,178,275,10.7,110.0,CCS,1000.0,1121,6,RWD,4712,1985,1927
180,79.0,Lithium-ion,288.0,545.0,131,470,5.9,135.0,CCS,0.0,385,5,RWD,4322,1809,1538
200,79.0,Lithium-ion,288.0,545.0,131,465,5.6,135.0,CCS,0.0,385,5,RWD,4322,1809,1538
160,59.0,Lithium-ion,216.0,310.0,136,365,7.6,110.0,CCS,0.0,385,5,RWD,4264,1809,1564
160,77.0,Lithium-ion,288.0,310.0,138,465,7.1,120.0,CCS,0.0,385,5,RWD,4264,1809,1564
160,52.0,Lithium-ion,192.0,310.0,134,325,8.2,90.0,CCS,0.0,385,5,RWD,4264,1809,1564
180,77.0,Lithium-ion,288.0,679.0,152,420,5.4,120.0,CCS,1200.0,543,5,AWD,4584,1852,1631
180,77.0,Lithium-ion,288.0,545.0,149,445,6.7,120.0,CCS,1000.0,543,5,RWD,4584,1852,1631
180,77.0,Lithium-ion,288.0,679.0,155,435,6.6,120.0,CCS,1200.0,543,5,AWD,4584,1852,1631
160,52.0,Lithium-ion,192.0,310.0,143,285,9.0,87.0,CCS,1000.0,543,5,RWD,4584,1852,1640
180,77.0,Lithium-ion,288.0,679.0,144,430,5.5,120.0,CCS,1200.0,549,5,AWD,4599,1852,1615
180,77.0,Lithium-ion,288.0,545.0,138,460,6.7,120.0,CCS,1000.0,549,5,RWD,4599,1852,1615
160,52.0,Lithium-ion,288.0,310.0,142,320,8.9,87.0,CCS,1000.0,549,5,RWD,4599,1852,1615
180,86.0,Lithium-ion,312.0,560.0,145,500,5.4,145.0,CCS,1200.0,532,5,AWD,4961,1862,1536
180,77.0,Lithium-ion,288.0,550.0,132,475,6.5,125.0,CCS,1000.0,532,5,RWD,4961,1862,1536
180,86.0,Lithium-ion,312.0,550.0,133,525,6.6,145.0,CCS,1000.0,532,5,RWD,4961,1862,1536
180,86.0,Lithium-ion,312.0,560.0,147,500,5.5,145.0,CCS,1200.0,605,5,AWD,4961,1862,1536
180,77.0,Lithium-ion,288.0,550.0,146,470,6.6,125.0,CCS,1000.0,605,5,RWD,4961,1862,1536
180,86.0,Lithium-ion,312.0,550.0,125,520,6.7,145.0,CCS,1000.0,605,5,RWD,4961,1862,1536
180,67.0,Lithium-ion,485.29347826086956,420.0,151,360,7.3,110.0,CCS,1500.0,404,5,RWD,4440,1873,1596
180,79.0,Lithium-ion,324.0,420.0,146,420,7.3,125.0,CCS,1500.0,404,5,RWD,4440,1873,1596
180,79.0,Lithium-ion,324.0,670.0,155,400,4.8,125.0,CCS,1800.0,404,5,AWD,4440,1873,1596
180,79.0,Lithium-ion,324.0,670.0,155,400,4.6,125.0,CCS,1800.0,404,5,AWD,4440,1873,1596
180,88.0,Lithium-ion,485.29347826086956,480.0,135,485,6.9,190.0,CCS,1600.0,446,5,RWD,5000,1942,1546
180,102.0,Lithium-ion,485.29347826086956,670.0,146,530,5.5,225.0,CCS,2000.0,446,5,AWD,5000,1942,1546
180,102.0,Lithium-ion,485.29347826086956,870.0,146,530,4.0,225.0,CCS,2000.0,446,5,AWD,5000,1942,1546
